#{"t_start": 1639702244.99566, "env_id": null}
r,l,t
106.893398,1001,6599.076836
106.679115,1001,6608.125926
107.333599,1001,6616.24393
107.381048,1001,6624.465393
108.199541,1001,6632.55915
106.883461,1001,6641.703198
106.448587,1001,6649.901787
105.403273,1001,6658.058233
105.467724,1001,6666.146589
107.037426,1001,6675.410065
105.873533,1001,6683.632122
107.090469,1001,6691.772199
108.206671,1001,6700.008696
108.188834,1001,6709.120693
108.11403,1001,6717.276341
72.164405,688,6723.028673
106.488028,1001,6731.169301
105.195379,1001,6739.305045
105.426205,1001,6748.445936
107.763351,1001,6756.696818
107.324582,1001,6764.883435
106.376462,1001,6773.125874
107.274363,1001,6782.291984
106.009838,1001,6790.463789
106.946401,1001,6798.654674
106.547779,1001,6806.819696
105.308249,1001,6816.085498
107.346918,1001,6824.271105
104.726098,1001,6832.353639
106.539006,1001,6840.437813
107.365043,1001,6849.691556
26.159793,300,6852.357586
108.654055,1001,6860.398649
107.514784,1001,6868.418997
106.161179,1001,6876.487979
104.781334,1001,6885.470128
54.495516,549,6889.971409
106.709564,1001,6897.94957
107.205966,1001,6905.940419
103.546525,1001,6913.919795
106.525673,1001,6922.952514
99.797268,1001,6931.101449
107.661259,1001,6939.229273
29.234511,349,6942.260576
105.267212,1001,6951.345225
107.019381,1001,6959.494476
106.359648,1001,6967.610007
107.76843,1001,6975.48953
107.066863,1001,6984.501618
107.424887,1001,6992.498802
100.840186,1001,7000.440775
106.304634,1001,7008.460119
105.272445,1001,7017.307697
106.6119,1001,7025.339578
107.66227,1001,7033.442214
108.68287,1001,7041.562443
107.562946,1001,7049.692896
108.451743,1001,7058.948915
105.080332,1001,7067.059752
106.992892,1001,7075.208849
107.136741,1001,7083.358533
